Crop_Year,Annual_Rainfall,Fertilizer,Pesticide,N_SOIL,P_SOIL,K_SOIL,pH_SOIL,Crop_encoded,Season_encoded,State_encoded
2004,1612.9,442721009.4,858144.84,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,40,5,29
2008,1052.8,438160128.0,275688.0,96.375,16.125,289.9888888888889,7.563888888888889,45,1,15
2003,2499.5,13758.22,33.36,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,49,4,18
2004,484.6,250988461.2,486501.54,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,53,2,8
2014,1156.6,128179079.3,280200.69,110.20833333333331,10.8,163.25833333333333,6.033333333333334,40,5,11
1997,1303.7,3676702.61,11976.23,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,44,1,3
2003,1075.6,566158968.3,1372783.92,92.64,12.646666666666668,211.60533333333333,7.617333333333333,40,1,27
2018,1521.4,11841897.6,25552.8,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,37,5,3
2012,2167.5,2459397.2,5055.79,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,51,4,2
2001,918.1,1355060.84,3449.68,155.25,16.650000000000002,214.01666666666665,6.391666666666667,52,1,9
2001,1541.3,102.13,0.26,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,44,2,28
2003,1648.2,323664.6,784.8,83.85,13.6,204.85,6.516666666666667,2,1,20
2018,986.2,3515847.2,7586.6,97.22368421052632,17.86842105263158,247.7,7.605263157894737,38,2,24
2005,1721.8,138747.44,242.97,147.775,19.15,222.65,6.784999999999999,34,1,10
2012,1882.2,135720.0,279.0,113.625,8.825,166.5375,5.4375,46,4,26
1998,3183.8,494000.0,1450.0,139.5,15.800000000000002,266.53333333333336,5.416666666666667,44,1,23
2016,902.8,24826.5,56.7,147.775,19.15,222.65,6.784999999999999,12,2,10
2004,781.8,392515.82,760.83,120.1923076923077,18.884615384615383,270.11538461538464,7.4,39,2,0
2017,1475.8,4250.88,10.26,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,32,2,28
2006,1631.4,4106259.63,7073.66,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,22,2,29
2003,1709.8,247450.0,600.0,136.125,9.975,204.4,5.2125,47,1,19
2013,1350.9,124261.4,232.2,136.125,9.975,204.4,5.2125,17,1,19
2014,3484.4,807485.04,1765.17,138.75,15.25,161.16666666666666,5.141666666666667,49,1,17
1998,2964.9,1525373.2,4477.31,137.25,12.5,153.55,6.15,40,2,6
2001,1002.9,62143960.27,158204.54,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,11,1,12
2010,694.6,3027354.75,4374.0,110.20833333333331,10.8,163.25833333333333,6.033333333333334,1,2,11
2015,1572.6,6632.22,13.86,147.775,19.15,222.65,6.784999999999999,31,1,10
2013,2448.4,15171.45,28.35,138.75,15.25,161.16666666666666,5.141666666666667,46,4,17
2015,2155.3,3146988.39,6576.57,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,13,4,2
2009,2004.2,232950.9,254.15,113.625,8.825,166.5375,5.4375,39,2,26
2014,1483.5,153979.2,336.6,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,44,0,29
1999,2535.9,4563.59,11.61,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,53,2,18
2003,3321.3,263385.78,638.64,138.75,15.25,161.16666666666666,5.141666666666667,44,1,17
2012,3006.9,78416.0,161.2,139.5,15.800000000000002,266.53333333333336,5.416666666666667,53,2,23
2006,2353.0,285048.72,491.04,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,40,2,18
2003,1353.9,13170674.72,31935.36,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,22,2,3
2001,1532.0,30639.0,78.0,136.125,9.975,204.4,5.2125,21,1,19
2007,3095.2,19743.2,23.68,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,40,2,18
2006,927.9,567160.11,977.02,97.22368421052632,17.86842105263158,247.7,7.605263157894737,6,4,24
2002,301.8,378680.0,1000.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,25,2,22
2011,887.6,250944.96,494.34,147.775,19.15,222.65,6.784999999999999,27,1,10
1999,883.4,46872951.28,119247.12,92.64,12.646666666666668,211.60533333333333,7.617333333333333,37,4,27
2014,987.5,214514.16,468.93,141.1875,15.4375,160.54999999999998,5.6125,52,1,16
2006,569.6,561924.0,968.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,17,1,22
2018,792.8,2389043.8,5155.15,92.64,12.646666666666668,211.60533333333333,7.617333333333333,31,2,27
2013,1735.4,175988.82,328.86,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,17,1,28
1999,1222.9,3048265.86,7754.94,89.1,16.663636363636364,285.64,7.612727272727272,31,4,14
2016,1373.9,20842.0,47.6,155.25,16.650000000000002,214.01666666666665,6.391666666666667,51,1,9
2004,1612.9,1631383.72,3162.18,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,50,4,29
2015,1136.0,1095737.49,2289.87,79.5,9.633333333333336,247.64545454545456,6.481818181818182,13,4,4
2012,460.6,60320.0,124.0,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,52,3,7
2011,2295.609091,61814.88,121.77,113.625,8.825,166.5375,5.4375,17,2,26
2009,956.9,337973.58,368.73,79.5,9.633333333333336,247.64545454545456,6.481818181818182,19,2,4
2012,338.9,723840.0,1488.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,27,1,22
2018,1016.3,2757.4,5.95,147.775,19.15,222.65,6.784999999999999,31,1,10
1999,1402.7,18321328.03,46610.37,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,27,2,3
2018,1125.4,36987277.0,79812.25,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,2,3,7
2019,1555.8,51176235.52,110242.24,96.375,16.125,289.9888888888889,7.563888888888889,24,2,15
2004,2880.2,16131067.62,31267.53,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,40,5,13
1998,743.4,48622246.4,142717.12,92.64,12.646666666666668,211.60533333333333,7.617333333333333,36,2,27
2010,1771.8,33222.0,48.0,136.125,9.975,204.4,5.2125,47,1,19
2000,971.1,2927625.74,7753.72,97.22368421052632,17.86842105263158,247.7,7.605263157894737,31,4,24
2006,329.3,413780.4,712.8,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,52,1,8
2009,1321.0,17577119.28,19176.68,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,19,2,12
2012,746.3,1094958.8,2250.91,92.64,12.646666666666668,211.60533333333333,7.617333333333333,24,2,27
2010,392.7,697662.0,1008.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,1,1,22
2018,1521.4,1484941.0,3204.25,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,27,1,3
2016,890.0,538060.75,1228.85,120.1923076923077,18.884615384615383,270.11538461538464,7.4,31,2,0
2017,970.9,119654.4,288.8,97.22368421052632,17.86842105263158,247.7,7.605263157894737,14,4,24
2016,1373.9,10880.75,24.85,155.25,16.650000000000002,214.01666666666665,6.391666666666667,27,1,9
1999,1203.8,3209901.85,8166.15,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,47,3,12
2017,2664.8,164945.7946,398.11612,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,46,4,13
2001,2946.7,89670.14,228.28,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,43,1,13
2003,1037.4,13225905.56,32069.28,96.375,16.125,289.9888888888889,7.563888888888889,31,4,15
2016,1147.2,105282.75,240.45,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,49,4,12
2017,1111.7,1626040.32,3924.64,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,13,2,12
2012,460.6,331760.0,682.0,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,31,3,7
2006,1631.4,178155.45,306.9,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,20,1,29
2019,1217.7,49371381.44,106354.28,155.25,16.650000000000002,214.01666666666665,6.391666666666667,24,1,9
2009,585.8,78151209.36,85263.16,92.64,12.646666666666668,211.60533333333333,7.617333333333333,52,1,27
2012,1566.0,67395234.4,138544.58,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,39,2,29
2009,393.0,141484.56,154.36,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,13,4,8
2011,3340.395455,153280.8,301.95,137.25,12.5,153.55,6.15,46,4,6
2001,1556.6,2658341.77,6767.54,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,17,3,29
2007,2007.5,53464852.4,64125.76,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,37,4,29
2009,956.9,3054227.82,3332.17,79.5,9.633333333333336,247.64545454545456,6.481818181818182,43,1,4
2000,1213.3,18469703.8,48916.4,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,47,1,12
2012,2167.5,35917242.4,73835.18,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,40,0,2
2003,1037.4,43798650.0,106200.0,96.375,16.125,289.9888888888889,7.563888888888889,46,4,15
2002,4355.3,681813.34,1800.5,138.75,15.25,161.16666666666666,5.141666666666667,39,2,17
2010,742.6,1817077.29,2625.36,92.64,12.646666666666668,211.60533333333333,7.617333333333333,45,1,27
2007,740.4,218097260.8,261585.92,89.1,16.663636363636364,285.64,7.612727272727272,40,1,14
2011,1302.7,479944.8,945.45,79.5,9.633333333333336,247.64545454545456,6.481818181818182,4,2,4
2007,1323.3,807603.6,968.64,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,20,3,12
2014,1333.3,67932.0,148.5,136.125,9.975,204.4,5.2125,19,1,19
2019,910.1,233745092.3,503526.34,97.22368421052632,17.86842105263158,247.7,7.605263157894737,40,5,24
2015,426.8,58426700.0,122100.0,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,2,1,8
2000,896.4,93163.33,246.74,79.5,9.633333333333336,247.64545454545456,6.481818181818182,41,2,4
2013,740.9,967360.55,1807.65,97.22368421052632,17.86842105263158,247.7,7.605263157894737,0,4,24
2009,1317.2,7838680.92,8552.02,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,17,3,29
2018,1372.7,353596.0,763.0,136.125,9.975,204.4,5.2125,25,2,19
2009,1727.1,964681.62,1052.47,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,1,1,2
2007,1095.4,1340803.4,1608.16,155.25,16.650000000000002,214.01666666666665,6.391666666666667,36,1,9
2019,1555.8,115557208.1,248929.71,96.375,16.125,289.9888888888889,7.563888888888889,2,1,15
2010,1389.0,1279047.0,1848.0,96.375,16.125,289.9888888888889,7.563888888888889,39,2,15
2015,940.7,104642377.6,218681.43,120.1923076923077,18.884615384615383,270.11538461538464,7.4,11,1,0
2011,1686.5,5704391.04,11237.16,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,24,0,29
2013,1939.9,1219929.07,2279.61,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,26,1,29
2001,1247.0,14567312.55,37085.1,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,21,1,3
2008,944.6,841790.4,529.65,120.1923076923077,18.884615384615383,270.11538461538464,7.4,39,2,0
1999,922.8,6187591.26,15741.54,97.22368421052632,17.86842105263158,247.7,7.605263157894737,13,4,24
1999,2318.1,6236198.8,15865.2,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,25,2,29
2002,315.9,7267910.57,19192.75,97.22368421052632,17.86842105263158,247.7,7.605263157894737,3,4,24
2003,1353.9,155200.64,376.32,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,2,1,3
2004,1034.0,24524275.76,47536.44,97.22368421052632,17.86842105263158,247.7,7.605263157894737,52,1,24
2004,2706.3,45719.48,88.62,113.625,8.825,166.5375,5.4375,25,2,26
2013,1062.3,74701.33,139.59,120.1923076923077,18.884615384615383,270.11538461538464,7.4,10,1,0
2002,664.0,2187539.69,5776.75,92.64,12.646666666666668,211.60533333333333,7.617333333333333,50,4,27
2008,2109.9,3107687.04,1955.34,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,25,2,2
2018,1125.4,4515972.4,9744.7,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,17,3,7
2019,1031.7,365268423.0,786849.77,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,11,1,25
2005,1292.7,890046.24,1558.62,79.5,9.633333333333336,247.64545454545456,6.481818181818182,46,4,4
2000,1907.7,423210.87,1120.86,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,19,2,29
2011,471.5409091,44727.84,88.11,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,51,4,8
2010,1389.0,11428368.0,16512.0,96.375,16.125,289.9888888888889,7.563888888888889,47,1,15
2006,1146.3,844801.65,1455.3,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,14,4,12
2017,1112.0,15586.56,37.62,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,41,2,3
2010,2160.5,4443442.5,6420.0,141.1875,15.4375,160.54999999999998,5.6125,39,2,16
2002,1001.4,374609.19,989.25,79.5,9.633333333333336,247.64545454545456,6.481818181818182,46,4,4
2015,1201.9,5599488.6,11701.8,97.22368421052632,17.86842105263158,247.7,7.605263157894737,2,1,24
2010,2578.5,861446.46,1244.64,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,44,1,2
2005,1765.9,48207.84,84.42,113.625,8.825,166.5375,5.4375,25,2,26
2016,747.1,489327.25,1117.55,116.8181818181818,20.727272727272727,236.3,7.654545454545455,20,1,5
2005,1316.2,100852.72,176.61,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,49,4,12
2008,1117.9,44056.32,27.72,79.5,9.633333333333336,247.64545454545456,6.481818181818182,2,4,4
2011,3035.1,32927.7312,64.8648,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,43,1,13
2005,1316.2,8109350.16,14200.83,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,37,1,12
2008,1164.1,38103853.44,23974.74,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,27,1,12
2014,1238.5,29831960.4,65212.95,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,53,2,12
2018,1052.2,1297.6,2.8,155.25,16.650000000000002,214.01666666666665,6.391666666666667,42,1,9
2006,1072.3,13655902.59,23524.38,89.1,16.663636363636364,285.64,7.612727272727272,29,1,14
2006,329.3,485298.0,836.0,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,43,1,8
2010,2348.3,52656.87,76.08,113.625,8.825,166.5375,5.4375,25,2,26
2003,1353.9,19433535.24,47121.12,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,24,2,3
2001,849.9,39682815.76,101023.52,92.64,12.646666666666668,211.60533333333333,7.617333333333333,37,4,27
2006,1716.9,4778397.36,8231.52,83.85,13.6,204.85,6.516666666666667,43,5,20
2007,1600.2,407136.8,488.32,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,32,2,3
2016,912.4,19669790.75,44922.85,97.22368421052632,17.86842105263158,247.7,7.605263157894737,20,1,24
2006,927.9,12814293.69,22074.58,97.22368421052632,17.86842105263158,247.7,7.605263157894737,11,4,24
2007,1257.2,1480740.0,1776.0,96.375,16.125,289.9888888888889,7.563888888888889,47,3,15
2001,1035.8,151887736.0,386672.0,96.375,16.125,289.9888888888889,7.563888888888889,40,1,15
1999,1222.9,89834375.28,228543.12,89.1,16.663636363636364,285.64,7.612727272727272,24,1,14
2010,3131.8,9745863.065,14081.0736,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,3,4,13
2007,1323.3,135416607.8,162418.72,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,24,1,12
2005,1316.2,1098826.96,1924.23,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,10,4,12
2007,2003.4,436218.0,523.2,139.5,15.800000000000002,266.53333333333336,5.416666666666667,39,2,23
2014,1274.7,211796.88,462.99,79.5,9.633333333333336,247.64545454545456,6.481818181818182,42,1,4
2009,1321.0,732042.36,798.66,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,14,4,12
2005,1032.7,314670.08,551.04,89.1,16.663636363636364,285.64,7.612727272727272,20,2,14
2019,1422.3,19497851.68,42001.66,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,17,3,12
2007,672.9,644855.6,773.44,92.64,12.646666666666668,211.60533333333333,7.617333333333333,45,1,27
2008,1197.7,360746.88,226.98,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,14,4,3
1999,650.4,29136930.2,74125.8,120.1923076923077,18.884615384615383,270.11538461538464,7.4,17,2,0
2017,815.7,510420.48,1231.96,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,47,2,25
2017,1111.7,532304.64,1284.78,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,17,2,12
2016,942.6,153.25,0.35,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,44,2,25
2017,1830.0,203991544.3,492357.64,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,40,3,29
1997,1266.7,142866539.2,465363.32,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,20,2,12
2011,705.2,4858080.0,9570.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,39,2,22
2003,1353.9,3434210.08,8327.04,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,23,2,3
2011,1686.5,11726.4,23.1,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,8,1,29
2003,1648.2,1361964.8,3302.4,83.85,13.6,204.85,6.516666666666667,24,2,20
2016,1147.2,939882.25,2146.55,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,38,3,12
2012,1366.8,423898.8,871.41,79.5,9.633333333333336,247.64545454545456,6.481818181818182,4,2,4
1997,1852.9,40268425.57,131167.51,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,40,0,29
2014,2015.7,73366.56,160.38,113.625,8.825,166.5375,5.4375,17,2,26
2017,1722.1,55104.0,133.0,136.125,9.975,204.4,5.2125,47,1,19
2005,942.4,2602264.0,4557.0,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,38,1,7
2006,329.3,11386368.18,19614.76,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,20,1,8
2006,1786.5,41326700.58,71191.56,147.775,19.15,222.65,6.784999999999999,24,1,10
2015,875.7,410060688.0,856944.0,96.375,16.125,289.9888888888889,7.563888888888889,20,2,15
2001,1672.5,4326226.8,11013.6,83.85,13.6,204.85,6.516666666666667,44,1,20
2018,1016.3,24492.2,52.85,147.775,19.15,222.65,6.784999999999999,23,2,10
2001,1002.9,51634272.62,131449.24,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,24,1,12
1999,1166.5,1538885.0,3915.0,96.375,16.125,289.9888888888889,7.563888888888889,47,3,15
2014,416.4,911043.6,1991.55,116.8181818181818,20.727272727272727,236.3,7.654545454545455,40,1,5
1998,1381.6,478686.0,1405.05,155.25,16.650000000000002,214.01666666666665,6.391666666666667,36,2,9
2000,1434.5875,6282.88,16.64,117.625,22.5,241.4,7.275,32,2,21
2004,4767.9,538883.16,1044.54,138.75,15.25,161.16666666666666,5.141666666666667,48,1,17
2006,1786.5,6640.92,11.44,147.775,19.15,222.65,6.784999999999999,32,2,10
2010,1352.0,2823.87,4.08,147.775,19.15,222.65,6.784999999999999,27,2,10
2003,592.3,353259.62,856.56,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,43,1,8
2017,2664.8,32590.08,78.66,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,1,4,13
2004,1612.9,45394.46,87.99,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,41,2,29
2016,942.6,45362.0,103.6,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,38,2,25
1997,1189.1,36821273.0,119939.0,89.1,16.663636363636364,285.64,7.612727272727272,23,2,14
2000,383.7,40129147.24,106280.72,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,39,2,8
2001,1672.5,2357160.4,6000.8,83.85,13.6,204.85,6.516666666666667,23,2,20
2015,1717.0,26213.06,54.78,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,2,1,29
2007,2154.1,2147873.4,2576.16,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,13,4,2
2015,2310.8,165489.68,345.84,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,45,1,18
2010,856.3,478772873.0,691743.36,89.1,16.663636363636364,285.64,7.612727272727272,16,2,14
2016,1391.3,919.5,2.1,117.625,22.5,241.4,7.275,48,1,21
2018,2012.6,37464956.0,80843.0,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,40,0,29
2001,1556.6,224379.61,571.22,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,17,1,29
2016,1580.9,1379.25,3.15,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,50,4,28
2012,2945.3,239621.2,492.59,138.75,15.25,161.16666666666666,5.141666666666667,45,1,17
1997,2274.9,1950985.0,6355.0,157.67307692307693,17.20769230769231,203.49615384615385,5.1038461538461535,39,2,1
2017,1830.0,27709.44,66.88,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,11,1,29
2012,924.1,2789196.8,5733.76,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,36,2,3
2009,1330.3,12260229.24,13375.94,83.85,13.6,204.85,6.516666666666667,24,0,20
2013,1848.8,21384.52,39.96,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,50,4,18
2009,956.9,703059.84,767.04,79.5,9.633333333333336,247.64545454545456,6.481818181818182,52,2,4
2002,1629.1,4500422.46,11884.5,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,16,2,29
2002,648.1,688061.56,1817.0,120.1923076923077,18.884615384615383,270.11538461538464,7.4,2,2,0
2019,1733.4,386288.24,832.13,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,27,1,29
2009,1321.0,930712.86,1015.41,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,20,3,12
2006,1439.4,8658738.0,14916.0,96.375,16.125,289.9888888888889,7.563888888888889,23,2,15
2005,1434.5875,263104.48,460.74,117.625,22.5,241.4,7.275,9,4,21
2013,1418.3,948143.38,1771.74,79.5,9.633333333333336,247.64545454545456,6.481818181818182,27,2,4
2011,1743.4,1411020.96,2779.59,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,29,1,2
2007,1067.2,691545.6,829.44,97.22368421052632,17.86842105263158,247.7,7.605263157894737,8,4,24
1999,1484.3,2984375.6,7592.4,83.85,13.6,204.85,6.516666666666667,51,1,20
2015,1024.9,30660753.06,64074.78,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,47,2,12
2010,1771.8,1411935.0,2040.0,136.125,9.975,204.4,5.2125,44,1,19
2019,1422.3,357432.56,769.97,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,42,4,12
2009,2995.9,647276.28,706.18,138.75,15.25,161.16666666666666,5.141666666666667,26,1,17
2015,875.7,155872961.0,325743.0,96.375,16.125,289.9888888888889,7.563888888888889,46,4,15
2002,1102.8,1564895.1,4132.5,83.85,13.6,204.85,6.516666666666667,23,2,20
2011,777.4,1920449.28,3783.12,92.64,12.646666666666668,211.60533333333333,7.617333333333333,31,2,27
2006,1774.9,4735359.09,8157.38,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,52,2,2
2018,1220.5,16954766.0,36585.5,120.1923076923077,18.884615384615383,270.11538461538464,7.4,9,4,0
2001,1434.5875,6638.45,16.9,117.625,22.5,241.4,7.275,0,4,21
2015,1980.6,15791.0,33.0,117.625,22.5,241.4,7.275,43,3,21
2016,965.3,3992315.75,9117.85,92.64,12.646666666666668,211.60533333333333,7.617333333333333,40,3,27
2009,1321.0,2784970.86,3038.41,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,51,4,12
2008,1390.1,18023.04,11.34,147.775,19.15,222.65,6.784999999999999,23,2,10
2018,1419.1,164470.8,354.9,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,52,3,12
2006,1439.4,1775169.0,3058.0,96.375,16.125,289.9888888888889,7.563888888888889,39,2,15
2002,1536.6,94670.0,250.0,136.125,9.975,204.4,5.2125,47,2,19
2018,4406.0,1710074.6,3690.05,137.25,12.5,153.55,6.15,40,2,6
2019,1446.7,25667017.43,55291.0832,89.1,16.663636363636364,285.64,7.612727272727272,37,4,14
1998,2152.5,177840.0,522.0,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,42,4,29
2012,1309.8,922443.6,1896.27,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,36,2,28
2018,1350.3,192898620.8,416242.4,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,40,1,25
2013,1939.9,73689.9,137.7,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,44,2,29
2019,2252.8,380276.64,819.18,113.625,8.825,166.5375,5.4375,25,2,26
2000,1057.8,112061055.0,296790.0,96.375,16.125,289.9888888888889,7.563888888888889,45,1,15
2007,1257.2,145779520.0,174848.0,96.375,16.125,289.9888888888889,7.563888888888889,46,4,15
2014,3484.4,66724.32,145.86,138.75,15.25,161.16666666666666,5.141666666666667,53,2,17
2019,1378.9,4809.28,10.36,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,47,1,28
2001,4241.0,281163.89,715.78,138.75,15.25,161.16666666666666,5.141666666666667,53,2,17
2002,933.2,4638.83,12.25,147.775,19.15,222.65,6.784999999999999,17,1,10
2014,1274.7,1153334.4,2521.2,79.5,9.633333333333336,247.64545454545456,6.481818181818182,38,1,4
2018,678.5,948545.6,2046.8,116.8181818181818,20.727272727272727,236.3,7.654545454545455,40,1,5
2017,4472.3,2857850.88,6897.76,138.75,15.25,161.16666666666666,5.141666666666667,24,1,17
2004,1290.4,3946609.52,7649.88,83.85,13.6,204.85,6.516666666666667,43,5,20
2003,1163.0,403736846.5,978953.76,89.1,16.663636363636364,285.64,7.612727272727272,53,2,14
2014,3491.2,121975.68,266.64,137.25,12.5,153.55,6.15,46,4,6
2009,3334.9,1173947.88,1280.78,137.25,12.5,153.55,6.15,32,2,6
2006,590.5,78633728.91,135458.62,92.64,12.646666666666668,211.60533333333333,7.617333333333333,25,2,27
2003,1430.3,5584847.52,13541.76,147.775,19.15,222.65,6.784999999999999,39,2,10
2013,1632.4,43347000.0,81000.0,83.85,13.6,204.85,6.516666666666667,40,3,20
2015,1329.1,84166.03,175.89,141.1875,15.4375,160.54999999999998,5.6125,1,1,16
1998,1332.5,10596300.0,31102.5,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,39,2,3
2017,868.2,58725.12,141.74,120.1923076923077,18.884615384615383,270.11538461538464,7.4,45,1,0
2014,1330.0,150.96,0.33,117.625,22.5,241.4,7.275,31,1,21
2011,1108.3,19097.28,37.62,155.25,16.650000000000002,214.01666666666665,6.391666666666667,17,1,9
2017,4472.3,373605.12,901.74,138.75,15.25,161.16666666666666,5.141666666666667,43,2,17
2016,1373.9,3056264.75,6980.05,155.25,16.650000000000002,214.01666666666665,6.391666666666667,4,2,9
2014,2403.2,7246080.0,15840.0,157.67307692307693,17.20769230769231,203.49615384615385,5.1038461538461535,24,1,1
